valor,tipo,amenaza,nivel,score,confianza,pais,fuente,visto
fabulousitsolutions.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 15:10:42 UTC
euroteltrading.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 15:10:41 UTC
erotic-archives.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 15:00:39 UTC
exclusivehairlengths.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 15:00:39 UTC
www.element-ind.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 14:20:25 UTC
epcinstalls.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 14:10:23 UTC
www.embajadaenmexico.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 14:00:21 UTC
humaq-v3.swissai.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:50:09 UTC
www.depannage-serrurier-95.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:30:06 UTC
www.derigg.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:20:04 UTC
dfalcon.us,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:20:03 UTC
www.dinamicaimpianti.it,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:10:00 UTC
www.depannage-frigoriste.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:10:00 UTC
www.depannage-rideaux-metalliques-93.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:09:59 UTC
www.depannage-serrurier-93.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:09:59 UTC
dereklaclair.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:09:59 UTC
www.davideforoni.it,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:09:58 UTC
dietasemetas.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 12:09:58 UTC
diablo3.hu,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:59:56 UTC
cotiplast.net,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:33:59 UTC
createrevolt.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:33:58 UTC
cvline.eu,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:33:58 UTC
crt4.it,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:33:58 UTC
cougark9security.co.uk,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:33:58 UTC
daewoopowerproducts.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:13:55 UTC
cotrari.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:13:55 UTC
www.corbettcasino.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:03:53 UTC
courshinault.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 11:03:53 UTC
clovislawgroup.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:57:27 UTC
changeitupchangemanagement.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:36:49 UTC
changeitupchangemanagement.com.au,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:36:49 UTC
chateaudesuz.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:36:49 UTC
cellebrationmia.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:26:47 UTC
cestiecalici.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:26:47 UTC
cascadechristmas.com,domain,ClearFake,media,54,90,,ThreatFox,2026-09-06 09:16:45 UTC
